3,11,,2016-03-25,5,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-04-01,5,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-04-08,6,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-04-15,7,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-04-22,11,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-04-29,11,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-05-06,18,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-05-13,14,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-05-20,20,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-05-27,30,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-06-03,32,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-06-10,52,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-06-17,34,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-06-24,52,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-07-01,55,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-07-08,97,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-07-15,86,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-07-22,108,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-07-29,125,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-08-05,146,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-08-12,172,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-08-19,186,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-08-26,210,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-09-02,170,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-09-09,202,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-09-16,199,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-09-23,180,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-09-30,213,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-10-07,205,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-10-14,228,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-10-21,235,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-10-28,236,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-11-04,299,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-11-11,255,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-11-18,310,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-11-25,295,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-12-02,294,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-12-09,301,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-12-16,275,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-12-23,273,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-12-30,256,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2017-01-06,222,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2017-01-13,249,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2017-01-20,174,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2017-01-27,208,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2017-02-03,136,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2017-02-10,126,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2017-02-17,88,incidence,confirmed,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-03-25,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-04-01,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-04-08,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-04-15,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-04-22,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-04-29,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-05-06,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-05-13,1,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-05-20,1,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-05-27,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-06-03,1,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-06-10,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-06-17,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-06-24,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-07-01,2,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-07-08,1,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-07-15,1,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-07-22,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-07-29,2,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-08-05,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-08-12,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-08-19,1,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-08-26,3,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-09-02,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-09-09,1,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-09-16,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-09-23,3,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-09-30,3,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-10-07,3,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-10-14,3,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-10-21,0,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-10-28,2,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
3,11,,2016-11-04,1,incidence,suspected,,,,gen_pop,2,NIH ebola challenge
