disease_id,location_id,eventdate,reportdate,count,eventtype,eventtype2,agemin,agemax,gender,socialstruct,synthetic,source
5,47,NA,1948-01-10,NA,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-01-17,240,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-01-24,284,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-01-31,340,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-02-07,511,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-02-14,649,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-02-21,766,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-02-28,932,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-03-06,1303,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-03-13,1257,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-03-20,1716,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-03-27,1425,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-04-03,1719,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-04-10,1809,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-04-17,1360,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-04-24,1147,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-05-01,1101,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-05-08,936,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-05-15,1041,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-05-22,994,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-05-29,1134,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-06-05,818,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-06-12,1083,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-06-19,755,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-06-26,880,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-07-03,680,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-07-10,585,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-07-17,602,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-07-24,552,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-07-31,457,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-08-07,430,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-08-14,287,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-08-21,189,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-08-28,149,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-09-04,120,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-09-11,88,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-09-18,83,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-09-25,91,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-10-02,94,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-10-09,79,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-10-16,78,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-10-23,86,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-10-30,119,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-11-06,123,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-11-13,108,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-11-20,135,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-11-27,127,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-12-04,157,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-12-11,176,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-12-18,180,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1948-12-25,110,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-01-01,294,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-01-08,318,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-01-15,320,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-01-22,357,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-01-29,487,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-02-05,496,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-02-12,809,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-02-19,777,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-02-26,831,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-03-05,1081,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-03-12,1034,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-03-19,1231,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-03-26,1274,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-04-02,1487,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-04-09,1753,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-04-16,1635,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-04-23,1699,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-04-30,1541,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-05-07,1170,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-05-14,1108,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-05-21,1105,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-05-28,953,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-06-04,1083,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-06-11,801,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-06-18,908,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-06-25,613,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-07-02,714,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-07-09,523,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-07-16,490,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-07-23,379,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-07-30,303,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-08-06,273,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-08-13,223,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-08-20,158,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-08-27,120,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-09-03,92,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-09-10,66,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-09-17,42,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-09-24,50,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-10-01,40,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-10-08,28,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-10-15,44,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-10-22,40,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-10-29,63,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-11-05,33,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-11-12,48,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-11-19,23,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-11-26,28,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-12-03,31,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-12-10,26,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-12-17,34,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-12-24,32,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1949-12-31,47,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1950-01-07,43,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1950-01-14,54,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1950-01-21,36,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
5,47,NA,1950-01-28,24,incidence,NA,NA,NA,NA,NA,0,Bolker webpage
